Z;Unit;Year;Hydrocarbon;Sector;Production source;Reason;Value
Brunei;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Brunei;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Cameroon;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0804246666666666
Cameroon;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Cameroon;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.200684
Cameroon;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.6745766666666667
Cameroon;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;1.065.413.333.333.330
Cameroon;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;3.290.126.666.666.660
Cameroon;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Cameroon;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;8.209.866.666.666.660
Cameroon;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Cameroon;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Cameroon;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Cameroon;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Cameroon;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Cameroon;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Cameroon;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0174723333333333
Cameroon;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.102465
Cameroon;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;16.468.966.666.666.600
Cameroon;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;5.504.833.333.333.330
Cameroon;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;65.876
Cameroon;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Cameroon;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Cameroon;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Cameroon;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Cameroon;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Canada;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;43.582
Canada;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Canada;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;10.875.066.666.666.600
Canada;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;55.001.666.666.666.600
Canada;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;8.686.866.666.666.660
Canada;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Canada;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Canada;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Canada;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;19.597.133.333.333.300
Canada;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Canada;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;489.01
Canada;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;230.951
Canada;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;150.139
Canada;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;9.238.033.333.333.330
Canada;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.3816533333333333
Canada;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;22.381.733.333.333.300
Canada;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Canada;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Canada;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Canada;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;34.764
Canada;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;201.519
Canada;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;13.905.566.666.666.600
Canada;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Canada;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Central African Republic;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Central African Republic;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Central African Republic;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Central African Republic;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Central African Republic;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Central African Republic;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Central African Republic;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Central African Republic;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Central African Republic;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Central African Republic;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Central African Republic;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Central African Republic;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Central African Republic;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Central African Republic;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Central African Republic;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Chad;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Chad;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Chad;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Chad;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Chad;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Chad;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Chad;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Chad;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Chad;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Chad;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Chad;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Chad;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;9.513.966.666.666.660
Chad;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;96.993
Chad;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;38.056
Chad;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0
Chad;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0
Chad;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Chad;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Chad;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Chad;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Chad;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Chad;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Chad;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Chad;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
China;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;9.839.566.666.666.660
China;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
China;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;245.527
China;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;21.108.033.333.333.300
China;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;33.337.666.666.666.600
China;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;17.600.399.999.999.900
China;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
China;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;4.391.833.333.333.330
China;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;1.332.423.333.333.330
China;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
China;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;33.248.066.666.666.600
China;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;223.55
China;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;3.695.466.666.666.660
China;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;894.2
China;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;46.286.000.000.000.000
China;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;27.144.066.666.666.600
China;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;6.791.233.333.333.330
China;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;12.044.666.666.666.600
China;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;27.164.966.666.666.600
China;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
China;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0434686666666666
China;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
China;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
China;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Colombia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;10.907.766.666.666.600
Colombia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Colombia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;27.218.166.666.666.600
Colombia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;7.607.733.333.333.330
Colombia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;12.015.466.666.666.600
Colombia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;11.471.033.333.333.300
Colombia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Colombia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;286.237
Colombia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Colombia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Colombia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Colombia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;5.371.633.333.333.330
Colombia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;177.072
Colombia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;21.486.566.666.666.600
Colombia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.1081623333333333
Colombia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.6343099999999999
Colombia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Colombia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Colombia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Colombia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Colombia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Colombia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Colombia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Colombia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Congo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.6117
Congo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Congo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;152.638
Congo;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.7201866666666666
Congo;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;11.374.466.666.666.600
Congo;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.7403066666666667
Congo;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Congo;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;184.729
Congo;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Congo;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Congo;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Congo;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;6.173.233.333.333.330
Congo;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;7.303.933.333.333.330
Congo;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;24.692.933.333.333.300
Congo;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0054163
Congo;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0317634333333333
Congo;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;36.055
Congo;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;3.967.666.666.666.660
Congo;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;14.421.933.333.333.300
Congo;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Congo;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Congo;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Congo;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Congo;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Cuba;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Cuba;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Cuba;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Cuba;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.7933966666666666
Cuba;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;12.530.733.333.333.300
Cuba;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Cuba;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Cuba;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Cuba;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Cuba;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Cuba;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Cuba;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;19.951.633.333.333.300
Cuba;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.159479
Cuba;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;7.980.666.666.666.660
Cuba;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.061605
Cuba;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.3612766666666667
Cuba;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.76191
Cuba;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.064647
Cuba;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;30.476.433.333.333.300
Cuba;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Cuba;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Cuba;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Cuba;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Cuba;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Côte Ivoire;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Côte Ivoire;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Côte Ivoire;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Côte Ivoire;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;189.294
Côte Ivoire;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;29.896.666.666.666.600
Côte Ivoire;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;29.233.433.333.333.300
Côte Ivoire;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Côte Ivoire;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;7.294.633.333.333.330
Côte Ivoire;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Côte Ivoire;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Côte Ivoire;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Côte Ivoire;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Côte Ivoire;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Côte Ivoire;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Côte Ivoire;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0173189666666666
Côte Ivoire;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.1015656666666666
Côte Ivoire;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;2.456.996.666.666.660
Côte Ivoire;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;2.979.426.666.666.660
Côte Ivoire;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;9.828
Côte Ivoire;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Côte Ivoire;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Côte Ivoire;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Côte Ivoire;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Côte Ivoire;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Democratic Republic of Congo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Democratic Republic of Congo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Democratic Republic of Congo;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Democratic Republic of Congo;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
