Z;Unit;Year;Hydrocarbon;Sector;Production source;Reason;Value
Mexico;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;15.235.366.666.666.600
Mexico;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Mexico;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;38.017
Mexico;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.4127633333333333
Mexico;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Mexico;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;10.299.733.333.333.300
Mexico;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;4.978.333.333.333.330
Mexico;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;6.107.633.333.333.330
Mexico;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;199.133
Mexico;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.5804166666666667
Mexico;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;34.038
Mexico;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;9.850.633.333.333.330
Mexico;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;13.303.633.333.333.300
Mexico;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;3.940.266.666.666.660
Mexico;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Mexico;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Mexico;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Mexico;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Mexico;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Morocco;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0649826666666666
Morocco;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Morocco;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.1621516666666666
Morocco;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.7943833333333333
Morocco;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;12.546.333.333.333.300
Morocco;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Morocco;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Morocco;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Morocco;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Morocco;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Morocco;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Morocco;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0077302333333333
Morocco;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Morocco;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0309209333333333
Morocco;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.093718
Morocco;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.5496
Morocco;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Morocco;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Morocco;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Morocco;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Morocco;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Morocco;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Morocco;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Morocco;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Mozambique;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;5.692.533.333.333.330
Mozambique;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Mozambique;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;142.046
Mozambique;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.8281333333333334
Mozambique;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;13.079.333.333.333.300
Mozambique;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;5.275
Mozambique;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Mozambique;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;13.162.766.666.666.600
Mozambique;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Mozambique;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Mozambique;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Mozambique;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0287332666666666
Mozambique;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.147998
Mozambique;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.114933
Mozambique;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0131632666666666
Mozambique;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.077195
Mozambique;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.2111103333333333
Mozambique;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Mozambique;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.8444433333333333
Mozambique;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Mozambique;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Mozambique;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Mozambique;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Mozambique;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Namibia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Namibia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Namibia;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Namibia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Namibia;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Namibia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Namibia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Namibia;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Namibia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Namibia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Namibia;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Namibia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Namibia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Namibia;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Namibia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0062194333333333
Namibia;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0364733333333333
Namibia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Namibia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Namibia;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Namibia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Namibia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Namibia;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Namibia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Namibia;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Netherlands;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.1222436666666666
Netherlands;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Netherlands;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.305035
Netherlands;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.5575733333333334
Netherlands;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.8806166666666667
Netherlands;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.1790163333333333
Netherlands;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Netherlands;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.4467
Netherlands;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;3,41E-01
Netherlands;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Netherlands;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;8.52e-05
Netherlands;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0076744333333333
Netherlands;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0068415666666666
Netherlands;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0306977
Netherlands;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0071363333333333
Netherlands;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0418503333333333
Netherlands;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0130479333333333
Netherlands;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0103675
Netherlands;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0521916666666666
Netherlands;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Netherlands;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Netherlands;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Netherlands;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Netherlands;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
New Zealand;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;10.939.366.666.666.600
New Zealand;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
New Zealand;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;27.297.066.666.666.600
New Zealand;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;1.046.093.333.333.330
New Zealand;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;16.521.766.666.666.600
New Zealand;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;144.443
New Zealand;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
New Zealand;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;36.043
New Zealand;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
New Zealand;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
New Zealand;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
New Zealand;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.195682
New Zealand;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0749146666666666
New Zealand;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.7827266666666667
New Zealand;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0220832999999999
New Zealand;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.1295056666666666
New Zealand;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.60129
New Zealand;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.1150653333333333
New Zealand;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;24.051.666.666.666.600
New Zealand;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
New Zealand;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
New Zealand;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
New Zealand;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
New Zealand;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Niger;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Niger;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Niger;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Niger;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Niger;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Niger;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Niger;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Niger;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Niger;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Niger;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Niger;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Niger;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;12.439.366.666.666.600
Niger;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;17.598.133.333.333.300
Niger;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;4.975.733.333.333.330
Niger;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0050590999999999
Niger;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0296687666666666
Niger;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Niger;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Niger;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Niger;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Niger;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Niger;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Niger;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Niger;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Nigeria;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;48.242.666.666.666.600
Nigeria;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Nigeria;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;12.038.066.666.666.600
Nigeria;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;276.362
Nigeria;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;43.648
Nigeria;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;2.310.663.333.333.330
Nigeria;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Nigeria;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;57.658
Nigeria;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Nigeria;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Nigeria;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Nigeria;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;8.559.666.666.666.660
Nigeria;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;8.769.833.333.333.330
Nigeria;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;34.238.666.666.666.600
Nigeria;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.2926229999999999
Nigeria;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;17.160.633.333.333.300
Nigeria;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;17.742.233.333.333.300
Nigeria;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;127.517
Nigeria;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;709.69
Nigeria;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Nigeria;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Nigeria;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Nigeria;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Nigeria;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Norway;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Norway;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Norway;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Norway;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0796783333333333
Norway;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.1258423333333333
Norway;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;171.437
Norway;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Norway;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;4.277.866.666.666.660
Norway;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Norway;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Norway;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Norway;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0312256
Norway;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0081341
Norway;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.1249023333333333
Norway;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0017227499999999
Norway;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.0101029333333333
Norway;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;13.966.566.666.666.600
Norway;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.1676646666666666
Norway;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;5.586.633.333.333.330
Norway;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Norway;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Norway;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Norway;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Norway;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Oman;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;26.878.766.666.666.600
Oman;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Oman;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;6.707.066.666.666.660
Oman;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;15.659.433.333.333.300
Oman;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;24.732.166.666.666.600
Oman;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0841163333333333
Oman;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Oman;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.2098956666666666
Oman;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;16.406.433.333.333.300
Oman;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Oman;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;40.939
Oman;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;7.496.433.333.333.330
Oman;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;10.047.433.333.333.300
Oman;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;2.998.566.666.666.660
Oman;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.045157
Oman;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.2648193333333333
Oman;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.248068
Oman;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.3525533333333333
Oman;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.9922733333333332
Oman;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Oman;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Oman;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Oman;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Oman;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Pakistan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;7.661.633.333.333.330
Pakistan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Pakistan;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;191.181
Pakistan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;53.284.666.666.666.600
Pakistan;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;8.415.666.666.666.660
Pakistan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Pakistan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Pakistan;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Pakistan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;23.576.233.333.333.300
Pakistan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Pakistan;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;5.883
Pakistan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;160.928
Pakistan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;11.375.133.333.333.300
Pakistan;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;6.437.133.333.333.330
Pakistan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.273822
Pakistan;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;16.058.066.666.666.600
Pakistan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Pakistan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Pakistan;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Pakistan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Pakistan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Pakistan;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Pakistan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.3
Pakistan;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.7
Paraguay;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Paraguay;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;0.0
Paraguay;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;0.0
Paraguay;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Paraguay;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.0
Paraguay;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Incomplete-flare;0.0
Paraguay;Thousand tonnes;2023;Gas;Unconventional;Unconventional gas;Vented;0.0
Paraguay;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Incomplete-flare;0.0
Paraguay;Thousand tonnes;2023;Oil;Conventional;Onshore conventional oil;Vented;0.0
Paraguay;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Fugitive;0.0210411
Paraguay;Thousand tonnes;2023;Oil;Downstream;Downstream oil;Vented;0.123394
Paraguay;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Incomplete-flare;0.0
Paraguay;Thousand tonnes;2023;Oil;Offshore;Offshore oil;Vented;0.0
Paraguay;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Incomplete-flare;0.0
Paraguay;Thousand tonnes;2023;Oil;Unconventional;Unconventional oil;Vented;0.0
Paraguay;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - downstream;Satellite - downstream;Fugitive;0.0
Paraguay;Thousand tonnes;2023;Satellite-detected large emitters;Satellite - upstream;Satellite - upstream;Fugitive;0.0
Peru;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Fugitive;22.752.033.333.333.300
Peru;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Incomplete-flare;0.0
Peru;Thousand tonnes;2023;Gas;Conventional;Onshore conventional gas;Vented;5.677.333.333.333.330
Peru;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Fugitive;4.221.766.666.666.660
Peru;Thousand tonnes;2023;Gas;Downstream;Downstream gas;Vented;66.677.333.333.333.300
Peru;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Fugitive;0.192784
Peru;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Incomplete-flare;0.0
Peru;Thousand tonnes;2023;Gas;Offshore;Offshore gas;Vented;0.4810566666666666
